date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr,attendance_pct,critical_absent,critical_attendance_pct,production_achievement_pct,profit_per_tonne,cost_per_tonne,revenue_per_tonne,tonnes_per_worker,tonnes_per_critical_worker,tonnes_per_work_hour,overtime_pct,critical_staff_ratio,target_gap_tonnes,profit_margin_pct,work_hours_per_tonne
16-07-2025,Korba,Night,600,552,48,372,4416,193.2,4775.11,1333,1731588.5,9072709,7341120.5,92,228,62,358.22,1537.37,362.63,1900,8.65,12.84,1.08,4.38,67.39,3442.11,80.91,0.92
17-07-2025,Dipka,Morning,600,540,60,444,4320,284.4,5678.26,2000,2329354,15899128,13569774,90,156,74,283.91,2389.78,410.22,2800,10.52,12.79,1.31,6.58,82.22,3678.26,85.35,0.76
17-07-2025,Korba,Evening,600,564,36,384,4512,20.4,4975.83,1333,1797690.5,9454077,7656386.5,94,216,64,373.28,1538.72,361.28,1900,8.82,12.96,1.1,0.45,68.09,3642.83,80.99,0.91
19-07-2025,Korba,Night,600,504,96,360,4032,81.6,5521.16,1333,1988756,10490204,8501448,84,240,60,414.19,1539.79,360.21,1900,10.95,15.34,1.37,2.02,71.43,4188.16,81.04,0.73
03-09-2025,Korba,Morning,600,576,24,432,4608,114,4836,1333,1744700,9188400,7443700,96,168,72,362.79,1539.23,360.77,1900,8.4,11.19,1.05,2.47,75,3503,81.01,0.95
04-09-2025,Dipka,Morning,600,564,36,372,4512,235.2,4625.85,2000,1907540,12952380,11044840,94,228,62,231.29,2387.63,412.37,2800,8.2,12.44,1.03,5.21,65.96,2625.85,85.27,0.98
04-09-2025,Dipka,Evening,600,540,60,408,4320,260.4,6271.32,2000,2568178,17559696,14991518,90,192,68,313.57,2390.49,409.51,2800,11.61,15.37,1.45,6.03,75.56,4271.32,85.37,0.69
05-09-2025,Dipka,Evening,600,528,72,384,4224,106.8,5581.77,2000,2288958,15628956,13339998,88,216,64,279.09,2389.92,410.08,2800,10.57,14.54,1.32,2.53,72.73,3581.77,85.35,0.76
08-09-2025,Kusmunda,Evening,600,564,36,348,4512,90,5757.05,2500,3225177.5,12665510,9440332.5,94,252,58,230.28,1639.79,560.21,2200,10.21,16.54,1.28,1.99,61.7,3257.05,74.54,0.78
08-09-2025,Korba,Morning,600,552,48,396,4416,106.8,6338.32,1333,2276462,12042808,9766346,92,204,66,475.49,1540.84,359.16,1900,11.48,16.01,1.44,2.42,71.74,5005.32,81.1,0.7
09-09-2025,Korba,Night,600,516,84,384,4128,116.4,4402.49,1333,1599571.5,8364731,6765159.5,86,216,64,330.27,1536.67,363.33,1900,8.53,11.46,1.07,2.82,74.42,3069.49,80.88,0.94
01-01-2025,Korba,Night,600,552,48,420,4416,108,3963.28,1333,1444148,7530232,6086084,92,180,70,297.32,1535.62,364.38,1900,7.18,9.44,0.9,2.45,76.09,2630.28,80.82,1.11
02-01-2025,Dipka,Night,600,576,24,408,4608,184.8,5423.89,2000,2230506,15186892,12956386,96,192,68,271.19,2388.76,411.24,2800,9.42,13.29,1.18,4.01,70.83,3423.89,85.31,0.85
02-01-2025,Korba,Evening,600,528,72,348,4224,154.8,4706.85,1333,1707597.5,8943015,7235417.5,88,252,58,353.1,1537.21,362.79,1900,8.91,13.53,1.11,3.66,65.91,3373.85,80.91,0.9
04-01-2025,Kusmunda,Morning,600,540,60,384,4320,97.2,4886.6,2500,2738430,10750520,8012090,90,216,64,195.46,1639.6,560.4,2200,9.05,12.73,1.13,2.25,71.11,2386.6,74.53,0.88
05-01-2025,Korba,Morning,600,528,72,408,4224,188.4,4814.45,1333,1740457.5,9147455,7406997.5,88,192,68,361.17,1538.49,361.51,1900,9.12,11.8,1.14,4.46,77.27,3481.45,80.97,0.88
07-01-2025,Dipka,Evening,600,600,0,456,4800,117.6,5080.32,2000,2090078,14224896,12134818,100,144,76,254.02,2388.59,411.41,2800,8.47,11.14,1.06,2.45,76,3080.32,85.31,0.94
08-01-2025,Kusmunda,Night,600,540,60,384,4320,150,5116.98,2500,2871339,11257356,8386017,90,216,64,204.68,1638.86,561.14,2200,9.48,13.33,1.18,3.47,71.11,2616.98,74.49,0.84
08-01-2025,Korba,Night,600,528,72,372,4224,159.6,4617.61,1333,1674863.5,8773459,7098595.5,88,228,62,346.41,1537.29,362.71,1900,8.75,12.41,1.09,3.78,70.45,3284.61,80.91,0.91
24-04-2025,Kusmunda,Night,600,540,60,372,4320,295.2,5141.44,2500,2883692,11311168,8427476,90,228,62,205.66,1639.13,560.87,2200,9.52,13.82,1.19,6.83,68.89,2641.44,74.51,0.84
25-04-2025,Dipka,Morning,600,540,60,312,4320,130.8,5714.3,2000,2340120,16000040,13659920,90,288,52,285.72,2390.48,409.52,2800,10.58,18.32,1.32,3.03,57.78,3714.3,85.37,0.76
25-04-2025,Korba,Evening,600,564,36,444,4512,330,5153.86,1333,1861801,9792334,7930533,94,156,74,386.64,1538.76,361.24,1900,9.14,11.61,1.14,7.31,78.72,3820.86,80.99,0.88
27-04-2025,Kusmunda,Evening,600,564,36,384,4512,288,5336.04,2500,2991372,11739288,8747916,94,216,64,213.44,1639.4,560.6,2200,9.46,13.9,1.18,6.38,68.09,2836.04,74.52,0.85
27-04-2025,Korba,Morning,600,552,48,396,4416,194.4,4410.35,1333,1600622.5,8379665,6779042.5,92,204,66,330.86,1537.08,362.92,1900,7.99,11.14,1,4.4,71.74,3077.35,80.9,1
30-04-2025,Dipka,Morning,600,576,24,432,4608,74.4,6316.82,2000,2588628,17687096,15098468,96,168,72,315.84,2390.2,409.8,2800,10.97,14.62,1.37,1.61,75,4316.82,85.36,0.73
15-08-2025,Dipka,Morning,600,552,48,444,4416,80.4,5054.96,2000,2076834,14153888,12077054,92,156,74,252.75,2389.15,410.85,2800,9.16,11.39,1.14,1.82,80.43,3054.96,85.33,0.87
16-08-2025,Dipka,Morning,600,564,36,384,4512,144,6277.44,2000,2568926,17576832,15007906,94,216,64,313.87,2390.77,409.23,2800,11.13,16.35,1.39,3.19,68.09,4277.44,85.38,0.72
17-08-2025,Dipka,Morning,600,564,36,444,4512,274.8,5934.41,2000,2429364,16616348,14186984,94,156,74,296.72,2390.63,409.37,2800,10.52,13.37,1.32,6.09,78.72,3934.41,85.38,0.76
17-08-2025,Dipka,Night,600,540,60,408,4320,51.6,5541.87,2000,2270648,15517236,13246588,90,192,68,277.09,2390.27,409.73,2800,10.26,13.58,1.28,1.19,75.56,3541.87,85.37,0.78
19-08-2025,Kusmunda,Morning,600,504,96,324,4032,151.2,5175.15,2500,2904182.5,11385330,8481147.5,84,276,54,207.01,1638.82,561.18,2200,10.27,15.97,1.28,3.75,64.29,2675.15,74.49,0.78
19-08-2025,Kusmunda,Evening,600,588,12,408,4704,86.4,5813.38,2500,3249959,12789436,9539477,98,192,68,232.54,1640.95,559.05,2200,9.89,14.25,1.24,1.84,69.39,3313.38,74.59,0.81
20-08-2025,Kusmunda,Morning,600,552,48,312,4416,92.4,5405.56,2500,3027058,11892232,8865174,92,288,52,216.22,1640.01,559.99,2200,9.79,17.33,1.22,2.09,56.52,2905.56,74.55,0.82
02-12-2025,Korba,Night,600,516,84,336,4128,172.8,4645.82,1333,1686137,8827058,7140921,86,264,56,348.52,1537.06,362.94,1900,9,13.83,1.13,4.19,65.12,3312.82,80.9,0.89
03-12-2025,Korba,Morning,600,504,96,360,4032,168,4627.16,1333,1679706,8791604,7111898,84,240,60,347.12,1536.99,363.01,1900,9.18,12.85,1.15,4.17,71.43,3294.16,80.89,0.87
06-12-2025,Kusmunda,Evening,600,576,24,372,4608,216,5769.69,2500,3232229.5,12693318,9461088.5,96,228,62,230.79,1639.79,560.21,2200,10.02,15.51,1.25,4.69,64.58,3269.69,74.54,0.8
09-12-2025,Kusmunda,Evening,600,552,48,372,4416,180,5616.29,2500,3143609.5,12355838,9212228.5,92,228,62,224.65,1640.27,559.73,2200,10.17,15.1,1.27,4.08,67.39,3116.29,74.56,0.79
09-12-2025,Korba,Evening,600,588,12,444,4704,111.6,4553.72,1333,1646952,8652068,7005116,98,156,74,341.61,1538.33,361.67,1900,7.74,10.26,0.97,2.37,75.51,3220.72,80.96,1.03
10-12-2025,Dipka,Morning,600,504,96,336,4032,190.8,5402.1,2000,2225540,15125880,12900340,84,264,56,270.1,2388.02,411.98,2800,10.72,16.08,1.34,4.73,66.67,3402.1,85.29,0.75
26-03-2025,Kusmunda,Morning,600,540,60,420,4320,208.8,5153.92,2500,2891856,11338624,8446768,90,180,70,206.16,1638.9,561.1,2200,9.54,12.27,1.19,4.83,77.78,2653.92,74.5,0.84
26-03-2025,Korba,Evening,600,576,24,384,4608,196.8,4424.05,1333,1605417.5,8405695,6800277.5,96,216,64,331.89,1537.12,362.88,1900,7.68,11.52,0.96,4.27,66.67,3091.05,80.9,1.04
27-03-2025,Korba,Night,600,552,48,444,4416,134.4,4654.95,1333,1683982.5,8844405,7160422.5,92,156,74,349.21,1538.24,361.76,1900,8.43,10.48,1.05,3.04,80.43,3321.95,80.96,0.95
30-03-2025,Dipka,Morning,600,564,36,396,4512,145.2,4765.42,2000,1958568,13343176,11384608,94,204,66,238.27,2389,411,2800,8.45,12.03,1.06,3.22,70.21,2765.42,85.32,0.95
30-03-2025,Dipka,Night,600,552,48,348,4416,240,4687.86,2000,1927644,13126008,11198364,92,252,58,234.39,2388.8,411.2,2800,8.49,13.47,1.06,5.43,63.04,2687.86,85.31,0.94
30-03-2025,Kusmunda,Evening,600,504,96,372,4032,114,5592.4,2500,3132070,12303280,9171210,84,228,62,223.7,1639.94,560.06,2200,11.1,15.03,1.39,2.83,73.81,3092.4,74.54,0.72
31-03-2025,Dipka,Night,600,576,24,360,4608,94.8,5913.03,2000,2420712,16556484,14135772,96,240,60,295.65,2390.61,409.39,2800,10.27,16.43,1.28,2.06,62.5,3913.03,85.38,0.78
01-04-2025,Kusmunda,Morning,600,576,24,408,4608,234,5469.43,2500,3063586.5,12032746,8969159.5,96,192,68,218.78,1639.87,560.13,2200,9.5,13.41,1.19,5.08,70.83,2969.43,74.54,0.84
15-07-2025,Korba,Night,600,552,48,408,4416,84,4691.99,1333,1691396.5,8914781,7223384.5,92,192,68,351.99,1539.51,360.49,1900,8.5,11.5,1.06,1.9,73.91,3358.99,81.03,0.94
16-07-2025,Dipka,Night,600,564,36,420,4512,188.4,5592.94,2000,2298126,15660232,13362106,94,180,70,279.65,2389.1,410.9,2800,9.92,13.32,1.24,4.18,74.47,3592.94,85.33,0.81
16-07-2025,Kusmunda,Morning,600,540,60,384,4320,85.2,5366.74,2500,3000157,11806828,8806671,90,216,64,214.67,1640.97,559.03,2200,9.94,13.98,1.24,1.97,71.11,2866.74,74.59,0.8
17-07-2025,Kusmunda,Morning,600,576,24,384,4608,184.8,4963.74,2500,2779807,10920228,8140421,96,216,64,198.55,1639.98,560.02,2200,8.62,12.93,1.08,4.01,66.67,2463.74,74.54,0.93
17-07-2025,Korba,Night,600,576,24,396,4608,103.2,5116.13,1333,1849445.5,9720647,7871201.5,96,204,66,383.81,1538.51,361.49,1900,8.88,12.92,1.11,2.24,68.75,3783.13,80.97,0.9
19-07-2025,Korba,Morning,600,552,48,372,4416,111.6,5398.56,1333,1943396,10257264,8313868,92,228,62,404.99,1540.02,359.98,1900,9.78,14.51,1.22,2.53,67.39,4065.56,81.05,0.82
21-07-2025,Kusmunda,Morning,600,552,48,396,4416,150,5920.41,2500,3312675.5,13024902,9712226.5,92,204,66,236.82,1640.47,559.53,2200,10.73,14.95,1.34,3.4,71.74,3420.41,74.57,0.75
26-10-2025,Korba,Morning,600,564,36,360,4512,256.8,5394.67,1333,1942034.5,10249873,8307838.5,94,240,60,404.7,1540.01,359.99,1900,9.57,14.99,1.2,5.69,63.83,4061.67,81.05,0.84
31-10-2025,Korba,Night,600,528,72,360,4224,172.8,5090.26,1333,1844891,9671494,7826603,88,240,60,381.86,1537.56,362.44,1900,9.64,14.14,1.21,4.09,68.18,3757.26,80.92,0.83
01-11-2025,Korba,Evening,600,552,48,480,4416,254.4,5302.62,1333,1914517,10074978,8160461,92,120,80,397.8,1538.95,361.05,1900,9.61,11.05,1.2,5.76,86.96,3969.62,81,0.83
20-07-2025,Korba,Morning,600,528,72,384,4224,244.8,5430.12,1333,1964592,10317228,8352636,88,216,64,407.36,1538.2,361.8,1900,10.28,14.14,1.29,5.8,72.73,4097.12,80.96,0.78
21-07-2025,Dipka,Evening,600,552,48,396,4416,260.4,5819.15,2000,2379010,16293620,13914610,92,204,66,290.96,2391.18,408.82,2800,10.54,14.69,1.32,5.9,71.74,3819.15,85.4,0.76
07-11-2025,Kusmunda,Morning,600,588,12,408,4704,39.6,5570.08,2500,3116794,12254176,9137382,98,192,68,222.8,1640.44,559.56,2200,9.47,13.65,1.18,0.84,69.39,3070.08,74.57,0.84
08-11-2025,Korba,Evening,600,504,96,312,4032,109.2,5524.8,1333,1991430,10497120,8505690,84,288,52,414.46,1539.55,360.45,1900,10.96,17.71,1.37,2.71,61.9,4191.8,81.03,0.73
09-11-2025,Dipka,Morning,600,540,60,372,4320,157.2,5092.07,2000,2095428,14257796,12162368,90,228,62,254.6,2388.49,411.51,2800,9.43,13.69,1.18,3.64,68.89,3092.07,85.3,0.85
09-11-2025,Korba,Evening,600,576,24,432,4608,128.4,4668.63,1333,1688020.5,8870397,7182376.5,96,168,72,350.23,1538.43,361.57,1900,8.11,10.81,1.01,2.79,75,3335.63,80.97,0.99
11-11-2025,Korba,Morning,600,492,108,336,3936,64.8,4461.6,1333,1620060,8477040,6856980,82,264,56,334.7,1536.89,363.11,1900,9.07,13.28,1.13,1.65,68.29,3128.6,80.89,0.88
12-11-2025,Dipka,Evening,600,564,36,432,4512,103.2,5861.74,2000,2403496,16412872,14009376,94,168,72,293.09,2389.97,410.03,2800,10.39,13.57,1.3,2.29,76.6,3861.74,85.36,0.77
12-11-2025,Dipka,Night,600,576,24,432,4608,160.8,5784.34,2000,2371686,16196152,13824466,96,168,72,289.22,2389.98,410.02,2800,10.04,13.39,1.26,3.49,75,3784.34,85.36,0.8
12-11-2025,Kusmunda,Evening,600,564,36,348,4512,128.4,6326.92,2500,3536356,13919224,10382868,94,252,58,253.08,1641.06,558.94,2200,11.22,18.18,1.4,2.85,61.7,3826.92,74.59,0.71
13-11-2025,Dipka,Night,600,564,36,444,4512,157.2,4455.54,2000,1836666,12475512,10638846,94,156,74,222.78,2387.78,412.22,2800,7.9,10.04,0.99,3.48,78.72,2455.54,85.28,1.01
13-11-2025,Kusmunda,Evening,600,528,72,348,4224,165.6,5449.7,2500,3055185,11989340,8934155,88,252,58,217.99,1639.38,560.62,2200,10.32,15.66,1.29,3.92,65.91,2949.7,74.52,0.78
25-02-2025,Dipka,Night,600,564,36,348,4512,115.2,5399.91,2000,2216414,15119748,12903334,94,252,58,270,2389.55,410.45,2800,9.57,15.52,1.2,2.55,61.7,3399.91,85.34,0.84
27-02-2025,Dipka,Morning,600,552,48,348,4416,276,4643.91,2000,1913914,13002948,11089034,92,252,58,232.2,2387.87,412.13,2800,8.41,13.34,1.05,6.25,63.04,2643.91,85.28,0.95
27-02-2025,Dipka,Night,600,528,72,408,4224,88.8,5703.91,2000,2340364,15970948,13630584,88,192,68,285.2,2389.69,410.31,2800,10.8,13.98,1.35,2.1,77.27,3703.91,85.35,0.74
27-02-2025,Kusmunda,Evening,600,516,84,360,4128,283.2,5151.73,2500,2885001.5,11333806,8448804.5,86,240,60,206.07,1639.99,560.01,2200,9.98,14.31,1.25,6.86,69.77,2651.73,74.55,0.8
28-02-2025,Korba,Night,600,552,48,468,4416,128.4,4164.54,1333,1514889,7912626,6397737,92,132,78,312.42,1536.24,363.76,1900,7.54,8.9,0.94,2.91,84.78,2831.54,80.85,1.06
01-03-2025,Dipka,Morning,600,564,36,396,4512,75.6,5440.45,2000,2234030,15233260,12999230,94,204,66,272.02,2389.37,410.63,2800,9.65,13.74,1.21,1.68,70.21,3440.45,85.33,0.83
02-03-2025,Kusmunda,Night,600,480,120,348,3840,163.2,5975.81,2500,3345495.5,13146782,9801286.5,80,252,58,239.03,1640.16,559.84,2200,12.45,17.17,1.56,4.25,72.5,3475.81,74.55,0.64
03-03-2025,Dipka,Night,600,540,60,372,4320,141.6,5541.22,2000,2273388,15515416,13242028,90,228,62,277.06,2389.73,410.27,2800,10.26,14.9,1.28,3.28,68.89,3541.22,85.35,0.78
17-06-2025,Dipka,Morning,600,564,36,360,4512,126,5538.16,2000,2266914,15506848,13239934,94,240,60,276.91,2390.67,409.33,2800,9.82,15.38,1.23,2.79,63.83,3538.16,85.38,0.81
17-06-2025,Korba,Evening,600,552,48,396,4416,256.8,4734.27,1333,1714744.5,8995113,7280368.5,92,204,66,355.16,1537.8,362.2,1900,8.58,11.96,1.07,5.82,71.74,3401.27,80.94,0.93
18-06-2025,Kusmunda,Morning,600,492,108,324,3936,78,5277.46,2500,2961203,11610412,8649209,82,276,54,211.1,1638.9,561.1,2200,10.73,16.29,1.34,1.98,65.85,2777.46,74.5,0.75
19-06-2025,Dipka,Evening,600,564,36,384,4512,177.6,5111.46,2000,2095284,14312088,12216804,94,216,64,255.57,2390.08,409.92,2800,9.06,13.31,1.13,3.94,68.09,3111.46,85.36,0.88
21-06-2025,Korba,Evening,600,540,60,348,4320,153.6,5525.28,1333,1996298,10498032,8501734,90,252,58,414.5,1538.7,361.3,1900,10.23,15.88,1.28,3.56,64.44,4192.28,80.98,0.78
22-06-2025,Korba,Evening,600,528,72,408,4224,290.4,4906.87,1333,1770454.5,9323053,7552598.5,88,192,68,368.11,1539.19,360.81,1900,9.29,12.03,1.16,6.87,77.27,3573.87,81.01,0.86
23-06-2025,Dipka,Night,600,576,24,360,4608,258,5637.77,2000,2309858,15785756,13475898,96,240,60,281.89,2390.29,409.71,2800,9.79,15.66,1.22,5.6,62.5,3637.77,85.37,0.82
24-06-2025,Kusmunda,Morning,600,564,36,372,4512,110.4,5652.47,2500,3161158.5,12435434,9274275.5,94,228,62,226.1,1640.75,559.25,2200,10.02,15.19,1.25,2.45,65.96,3152.47,74.58,0.8
28-09-2025,Kusmunda,Morning,600,540,60,384,4320,139.2,5427.46,2500,3039303,11940412,8901109,90,216,64,217.1,1640.01,559.99,2200,10.05,14.13,1.26,3.22,71.11,2927.46,74.55,0.8
28-09-2025,Kusmunda,Evening,600,540,60,384,4320,150,5229.29,2500,2929459.5,11504438,8574978.5,90,216,64,209.17,1639.8,560.2,2200,9.68,13.62,1.21,3.47,71.11,2729.29,74.54,0.83
28-09-2025,Kusmunda,Night,600,564,36,432,4512,96,5163.17,2500,2896743.5,11358974,8462230.5,94,168,72,206.53,1638.96,561.04,2200,9.15,11.95,1.14,2.13,76.6,2663.17,74.5,0.87
29-09-2025,Kusmunda,Night,600,528,72,360,4224,79.2,5044.21,2500,2832265.5,11097262,8264996.5,88,240,60,201.77,1638.51,561.49,2200,9.55,14.01,1.19,1.88,68.18,2544.21,74.48,0.84
01-10-2025,Korba,Evening,600,576,24,432,4608,133.2,5312.06,1333,1917721,10092914,8175193,96,168,72,398.5,1538.99,361.01,1900,9.22,12.3,1.15,2.89,75,3979.06,81,0.87
01-10-2025,Korba,Night,600,540,60,384,4320,117.6,5110.41,1333,1842543.5,9709779,7867235.5,90,216,64,383.38,1539.45,360.55,1900,9.46,13.31,1.18,2.72,71.11,3777.41,81.02,0.85
02-10-2025,Korba,Morning,600,588,12,468,4704,210,4471.18,1333,1619663,8495242,6875579,98,132,78,335.42,1537.75,362.25,1900,7.6,9.55,0.95,4.46,79.59,3138.18,80.93,1.05
03-10-2025,Korba,Night,600,564,36,396,4512,115.2,4220.06,1333,1533071,8018114,6485043,94,204,66,316.58,1536.72,363.28,1900,7.48,10.66,0.94,2.55,70.21,2887.06,80.88,1.07
04-10-2025,Kusmunda,Night,600,576,24,408,4608,184.8,5142.17,2500,2882093.5,11312774,8430680.5,96,192,68,205.69,1639.52,560.48,2200,8.93,12.6,1.12,4.01,70.83,2642.17,74.52,0.9
08-01-2025,Korba,Morning,600,576,24,384,4608,120,4535.81,1333,1643583.5,8618039,6974455.5,96,216,64,340.27,1537.64,362.36,1900,7.87,11.81,0.98,2.6,66.67,3202.81,80.93,1.02
12-01-2025,Dipka,Evening,600,564,36,444,4512,146.4,5112.51,2000,2103304,14315028,12211724,94,156,74,255.63,2388.6,411.4,2800,9.06,11.51,1.13,3.24,78.72,3112.51,85.31,0.88
12-01-2025,Dipka,Night,600,552,48,396,4416,369.6,5055.26,2000,2080804,14154728,12073924,92,204,66,252.76,2388.39,411.61,2800,9.16,12.77,1.14,8.37,71.74,3055.26,85.3,0.87
14-01-2025,Korba,Evening,600,444,156,324,3552,153.6,4898.75,1333,1769112.5,9307625,7538512.5,74,276,54,367.5,1538.86,361.14,1900,11.03,15.12,1.38,4.32,72.97,3565.75,80.99,0.73
15-01-2025,Dipka,Morning,600,564,36,384,4512,151.2,5979.35,2000,2450990,16742180,14291190,94,216,64,298.97,2390.09,409.91,2800,10.6,15.57,1.33,3.35,68.09,3979.35,85.36,0.75
15-01-2025,Korba,Night,600,540,60,384,4320,136.8,5119.88,1333,1845108,9727772,7882664,90,216,64,384.09,1539.62,360.38,1900,9.48,13.33,1.19,3.17,71.11,3786.88,81.03,0.84
01-05-2025,Dipka,Morning,600,564,36,456,4512,279.6,4500.59,2000,1851486,12601652,10750166,94,144,76,225.03,2388.61,411.39,2800,7.98,9.87,1,6.2,80.85,2500.59,85.31,1
06-05-2025,Kusmunda,Evening,600,516,84,348,4128,194.4,5072.81,2500,2845345.5,11160182,8314836.5,86,252,58,202.91,1639.1,560.9,2200,9.83,14.58,1.23,4.71,67.44,2572.81,74.5,0.81
08-05-2025,Kusmunda,Evening,600,480,120,312,3840,45.6,5110.57,2500,2868563.5,11243254,8374690.5,80,288,52,204.42,1638.7,561.3,2200,10.65,16.38,1.33,1.19,65,2610.57,74.49,0.75
20-08-2025,Korba,Morning,600,552,48,408,4416,223.2,5608.1,1333,2017685,10655390,8637705,92,192,68,420.71,1540.22,359.78,1900,10.16,13.75,1.27,5.05,73.91,4275.1,81.06,0.79
21-08-2025,Korba,Evening,600,528,72,360,4224,130.8,4755.65,1333,1716777.5,9035735,7318957.5,88,240,60,356.76,1539,361,1900,9.01,13.21,1.13,3.1,68.18,3422.65,81,0.89
22-08-2025,Korba,Evening,600,552,48,348,4416,157.2,5458.32,1333,1972212,10370808,8398596,92,252,58,409.48,1538.68,361.32,1900,9.89,15.68,1.24,3.56,63.04,4125.32,80.98,0.81
23-08-2025,Dipka,Morning,600,552,48,384,4416,214.8,5324.68,2000,2186872,14909104,12722232,92,216,64,266.23,2389.3,410.7,2800,9.65,13.87,1.21,4.86,69.57,3324.68,85.33,0.83
23-08-2025,Dipka,Evening,600,588,12,396,4704,184.8,6423.79,2000,2624566,17986612,15362046,98,204,66,321.19,2391.43,408.57,2800,10.92,16.22,1.37,3.93,67.35,4423.79,85.41,0.73
23-08-2025,Korba,Night,600,516,84,372,4128,3.6,4727.53,1333,1707885.5,8982307,7274421.5,86,228,62,354.65,1538.74,361.26,1900,9.16,12.71,1.15,0.09,72.09,3394.53,80.99,0.87
13-11-2025,Kusmunda,Night,600,528,72,348,4224,141.6,5865.92,2500,3285506,12905024,9619518,88,252,58,234.64,1639.9,560.1,2200,11.11,16.86,1.39,3.35,65.91,3365.92,74.54,0.72
14-11-2025,Korba,Evening,600,552,48,384,4416,102,4033.91,1333,1472718.5,7664429,6191710.5,92,216,64,302.62,1534.92,365.08,1900,7.31,10.5,0.91,2.31,69.57,2700.91,80.79,1.09
20-11-2025,Dipka,Morning,600,552,48,420,4416,171.6,4512.17,2000,1857918,12634076,10776158,92,180,70,225.61,2388.24,411.76,2800,8.17,10.74,1.02,3.89,76.09,2512.17,85.29,0.98
20-11-2025,Dipka,Night,600,552,48,468,4416,109.2,4988.39,2000,2050106,13967492,11917386,92,132,78,249.42,2389.02,410.98,2800,9.04,10.66,1.13,2.47,84.78,2988.39,85.32,0.89
21-11-2025,Dipka,Morning,600,552,48,372,4416,135.6,5937.63,2000,2435252,16625364,14190112,92,228,62,296.88,2389.86,410.14,2800,10.76,15.96,1.34,3.07,67.39,3937.63,85.35,0.74
05-03-2025,Kusmunda,Evening,600,552,48,324,4416,92.4,5632.45,2500,3154397.5,12391390,9236992.5,92,276,54,225.3,1639.96,560.04,2200,10.2,17.38,1.28,2.09,58.7,3132.45,74.54,0.78
05-03-2025,Kusmunda,Night,600,456,144,324,3648,102,5832.51,2500,3265080.5,12831522,9566441.5,76,276,54,233.3,1640.19,559.81,2200,12.79,18,1.6,2.8,71.05,3332.51,74.55,0.63
06-03-2025,Kusmunda,Night,600,540,60,372,4320,264,5646.63,2500,3164346.5,12422586,9258239.5,90,228,62,225.87,1639.6,560.4,2200,10.46,15.18,1.31,6.11,68.89,3146.63,74.53,0.77
26-02-2025,Kusmunda,Morning,600,588,12,396,4704,141.6,4740.76,2500,2661518,10429672,7768154,98,204,66,189.63,1638.59,561.41,2200,8.06,11.97,1.01,3.01,67.35,2240.76,74.48,0.99
26-02-2025,Kusmunda,Night,600,552,48,408,4416,146.4,4394.71,2500,2469490.5,9668362,7198871.5,92,192,68,175.79,1638.08,561.92,2200,7.96,10.77,1,3.32,73.91,1894.71,74.46,1
27-02-2025,Dipka,Evening,600,564,36,384,4512,128.4,5505.71,2000,2261734,15415988,13154254,94,216,64,275.29,2389.2,410.8,2800,9.76,14.34,1.22,2.85,68.09,3505.71,85.33,0.82
28-02-2025,Dipka,Evening,600,540,60,384,4320,201.6,5123.39,2000,2108056,14345492,12237436,90,216,64,256.17,2388.54,411.46,2800,9.49,13.34,1.19,4.67,71.11,3123.39,85.31,0.84
01-03-2025,Korba,Night,600,516,84,408,4128,132,4071.39,1333,1482636.5,7735641,6253004.5,86,192,68,305.43,1535.84,364.16,1900,7.89,9.98,0.99,3.2,79.07,2738.39,80.83,1.01
02-03-2025,Korba,Evening,600,552,48,408,4416,148.8,4106.94,1333,1494529,7803186,6308657,92,192,68,308.1,1536.1,363.9,1900,7.44,10.07,0.93,3.37,73.91,2773.94,80.85,1.08
05-03-2025,Kusmunda,Evening,600,552,48,324,4416,92.4,5632.45,2500,3154397.5,12391390,9236992.5,92,276,54,225.3,1639.96,560.04,2200,10.2,17.38,1.28,2.09,58.7,3132.45,74.54,0.78
05-03-2025,Kusmunda,Night,600,456,144,324,3648,102,5832.51,2500,3265080.5,12831522,9566441.5,76,276,54,233.3,1640.19,559.81,2200,12.79,18,1.6,2.8,71.05,3332.51,74.55,0.63
06-03-2025,Kusmunda,Night,600,540,60,372,4320,264,5646.63,2500,3164346.5,12422586,9258239.5,90,228,62,225.87,1639.6,560.4,2200,10.46,15.18,1.31,6.11,68.89,3146.63,74.53,0.77
06-03-2025,Korba,Morning,600,564,36,396,4512,186,5376.15,1333,1938952.5,10214685,8275732.5,94,204,66,403.31,1539.34,360.66,1900,9.53,13.58,1.19,4.12,70.21,4043.15,81.02,0.84
18-06-2025,Dipka,Night,600,564,36,396,4512,229.2,4855.15,2000,1990310,13594420,11604110,94,204,66,242.76,2390.06,409.94,2800,8.61,12.26,1.08,5.08,70.21,2855.15,85.36,0.93
18-06-2025,Kusmunda,Evening,600,504,96,276,4032,115.2,5234.94,2500,2932567,11516868,8584301,84,324,46,209.4,1639.81,560.19,2200,10.39,18.97,1.3,2.86,54.76,2734.94,74.54,0.77
19-06-2025,Korba,Morning,600,576,24,396,4608,210,4537.46,1333,1643611,8621174,6977563,96,204,66,340.39,1537.77,362.23,1900,7.88,11.46,0.98,4.56,68.75,3204.46,80.94,1.02
