date,area,shift,coal_production_tonnes,target_production,critical_roles_present,total_wage_cost,Total_Cost_INR,Revenue_INR,Net_Profit_INR
13-03-2025,Dipka,Morning,4655.97,2000,29,57750,1920138,13036716,11116578
13-03-2025,Dipka,Evening,4907.62,2000,30,53700,2016748,13741336,11724588
13-03-2025,Dipka,Night,5473.17,2000,33,59450,2248718,15324876,13076158
13-03-2025,Kusmunda,Morning,6133.34,2500,37,51000,3424337,13493348,10069011
13-03-2025,Kusmunda,Evening,5377.14,2500,33,60100,3017527,11829708,8812181
13-03-2025,Kusmunda,Night,4884.08,2500,30,49200,2735444,10744976,8009532
13-03-2025,Korba,Morning,5546.71,1333,34,59450,2000798.5,10538749,8537950.5
13-03-2025,Korba,Evening,4975.4,1333,30,54000,1795390,9453260,7657870
13-03-2025,Korba,Night,5312.08,1333,32,59550,1918778,10092952,8174174
14-03-2025,Dipka,Morning,4922.33,2000,30,59450,2028382,13782524,11754142
14-03-2025,Dipka,Evening,5114.91,2000,31,58700,2104664,14321748,12217084
14-03-2025,Dipka,Night,4433.15,2000,28,58700,1831960,12412820,10580860
14-03-2025,Kusmunda,Morning,5755.7,2500,36,59450,3225085,12662540,9437455
14-03-2025,Kusmunda,Evening,5274.88,2500,32,57100,2958284,11604736,8646452
14-03-2025,Kusmunda,Night,5677.17,2500,35,53450,3175893.5,12489774,9313880.5
14-03-2025,Korba,Morning,4665.02,1333,29,54650,1687407,8863538,7176131
14-03-2025,Korba,Evening,5113.17,1333,30,58150,1847759.5,9715023,7867263.5
14-03-2025,Korba,Night,5252.32,1333,32,53150,1891462,9979408,8087946
15-03-2025,Dipka,Morning,4874.69,2000,30,52300,2002176,13649132,11646956
15-03-2025,Dipka,Evening,5520.95,2000,33,61800,2270180,15458660,13188480
15-03-2025,Dipka,Night,5263.17,2000,31,57300,2162568,14736876,12574308
15-03-2025,Kusmunda,Morning,5375.56,2500,32,58700,3015258,11826232,8810974
15-03-2025,Kusmunda,Evening,5774.05,2500,35,57950,3233677.5,12702910,9469232.5
15-03-2025,Kusmunda,Night,5973.04,2500,36,60950,3346122,13140688,9794566
15-03-2025,Korba,Morning,4229.63,1333,26,56900,1537270.5,8036297,6499026.5
15-03-2025,Korba,Evening,4678.92,1333,28,59450,1697072,8889948,7192876
15-03-2025,Korba,Night,5445.79,1333,33,57950,1963976.5,10347001,8383024.5
16-03-2025,Dipka,Morning,5200.85,2000,32,56350,2136690,14562380,12425690
16-03-2025,Dipka,Evening,4676.01,2000,29,54000,1924404,13092828,11168424
16-03-2025,Dipka,Night,4982.71,2000,30,57850,2050934,13951588,11900654
16-03-2025,Kusmunda,Morning,5051.52,2500,31,51750,2830086,11113344,8283258
16-03-2025,Kusmunda,Evening,5634.46,2500,34,53250,3152203,12395812,9243609
16-03-2025,Kusmunda,Night,5603.06,2500,33,55700,3137383,12326732,9189349
16-03-2025,Korba,Morning,3212.35,1333,20,58400,1182722.5,6103465,4920742.5
16-03-2025,Korba,Evening,4530.05,1333,26,60750,1646267.5,8607095,6960827.5
16-03-2025,Korba,Night,5343.03,1333,32,57100,1927160.5,10151757,8224596.5
17-03-2025,Dipka,Morning,5011.85,2000,30,58600,2063340,14033180,11969840
17-03-2025,Dipka,Evening,4835.22,2000,29,55400,1989488,13538616,11549128
17-03-2025,Dipka,Night,3967.14,2000,24,54550,1641406,11107992,9466586
17-03-2025,Kusmunda,Morning,5329.24,2500,33,57200,2988282,11724328,8736046
17-03-2025,Kusmunda,Evening,5638.28,2500,34,54450,3155504,12404216,9248712
17-03-2025,Kusmunda,Night,5311.99,2500,32,54950,2976544.5,11686378,8709833.5
17-03-2025,Korba,Morning,3996.3,1333,24,51250,1449955,7592970,6143015
17-03-2025,Korba,Evening,5085.84,1333,31,56350,1836394,9663096,7826702
17-03-2025,Korba,Night,4738.11,1333,29,57200,1715538.5,9002409,7286870.5
18-03-2025,Dipka,Morning,5688.17,2000,35,59650,2334918,15926876,13591958
18-03-2025,Dipka,Evening,5686.43,2000,34,61050,2335622,15922004,13586382
18-03-2025,Dipka,Night,5976.27,2000,35,61900,2452408,16733556,14281148
18-03-2025,Kusmunda,Morning,4760.95,2500,29,57100,2675622.5,10474090,7798467.5
18-03-2025,Kusmunda,Evening,5175.13,2500,32,52100,2898421.5,11385286,8486864.5
18-03-2025,Kusmunda,Night,4840.61,2500,30,53050,2715385.5,10649342,7933956.5
18-03-2025,Korba,Morning,4440.15,1333,26,53050,1607102.5,8436285,6829182.5
18-03-2025,Korba,Evening,3735.04,1333,23,54650,1361914,7096576,5734662
18-03-2025,Korba,Night,4779.92,1333,28,59450,1732422,9081848,7349426
19-03-2025,Dipka,Morning,5737.77,2000,34,52100,2347208,16065756,13718548
19-03-2025,Dipka,Evening,5416.46,2000,32,55700,2222284,15166088,12943804
19-03-2025,Dipka,Night,5448.26,2000,33,60950,2240254,15255128,13014874
19-03-2025,Kusmunda,Morning,5490.43,2500,33,47600,3067336.5,12078946,9011609.5
19-03-2025,Kusmunda,Evening,5981.37,2500,36,57950,3347703.5,13159014,9811310.5
19-03-2025,Kusmunda,Night,4992.22,2500,31,53050,2798771,10982884,8184113
19-03-2025,Korba,Morning,4299.8,1333,26,57950,1562880,8169620,6606740
19-03-2025,Korba,Evening,4897.94,1333,30,56900,1771179,9306086,7534907
19-03-2025,Korba,Night,4410.14,1333,26,56350,1599899,8379266,6779367
20-03-2025,Dipka,Morning,6010.64,2000,38,58700,2462956,16829792,14366836
20-03-2025,Dipka,Evening,6227.06,2000,37,61050,2551874,17435768,14883894
20-03-2025,Dipka,Night,5903.5,2000,36,54200,2415600,16529800,14114200
20-03-2025,Kusmunda,Morning,6011.91,2500,36,50150,3356700.5,13226202,9869501.5
20-03-2025,Kusmunda,Evening,4689.55,2500,28,54100,2633352.5,10317010,7683657.5
20-03-2025,Kusmunda,Night,4863.82,2500,30,56550,2731651,10700404,7968753
20-03-2025,Korba,Morning,5591.03,1333,35,57200,2014060.5,10622957,8608896.5
20-03-2025,Korba,Evening,5325.27,1333,32,57200,1921044.5,10118013,8196968.5
20-03-2025,Korba,Night,5276.8,1333,31,60200,1907080,10025920,8118840
21-03-2025,Dipka,Morning,6264.64,2000,38,60400,2566256,17540992,14974736
21-03-2025,Dipka,Evening,5081.96,2000,31,56800,2089584,14229488,12139904
21-03-2025,Dipka,Night,6169.14,2000,37,59350,2527006,17273592,14746586
21-03-2025,Kusmunda,Morning,5527.79,2500,33,55600,3095884.5,12161138,9065253.5
21-03-2025,Kusmunda,Evening,5661.17,2500,35,59550,3173193.5,12454574,9281380.5
21-03-2025,Kusmunda,Night,5746.36,2500,33,58700,3219198,12641992,9422794
21-03-2025,Korba,Morning,3796.94,1333,23,53800,1382729,7214186,5831457
21-03-2025,Korba,Evening,5557.53,1333,32,58600,2003735.5,10559307,8555571.5
21-03-2025,Korba,Night,5290.11,1333,32,60200,1911738.5,10051209,8139470.5
22-03-2025,Dipka,Morning,5253.71,2000,31,56900,2158384,14710388,12552004
22-03-2025,Dipka,Evening,5481.83,2000,34,55300,2248032,15349124,13101092
22-03-2025,Dipka,Night,5602.51,2000,34,59650,2300654,15687028,13386374
22-03-2025,Kusmunda,Morning,5742.93,2500,35,57200,3215811.5,12634446,9418634.5
22-03-2025,Kusmunda,Evening,4465.38,2500,26,56050,2512009,9823836,7311827
22-03-2025,Kusmunda,Night,4375.03,2500,26,51450,2457716.5,9625066,7167349.5
22-03-2025,Korba,Morning,4904.91,1333,28,57100,1773818.5,9319329,7545510.5
22-03-2025,Korba,Evening,5800.55,1333,36,59550,2089742.5,11021045,8931302.5
22-03-2025,Korba,Night,4938.12,1333,30,54650,1782992,9382428,7599436
23-03-2025,Dipka,Morning,5284.07,2000,32,63400,2177028,14795396,12618368
23-03-2025,Dipka,Evening,5206.57,2000,32,57200,2139828,14578396,12438568
23-03-2025,Dipka,Night,5399.73,2000,32,60950,2220842,15119244,12898402
23-03-2025,Kusmunda,Morning,6266.55,2500,38,53350,3499952.5,13786410,10286457.5
23-03-2025,Kusmunda,Evening,5626.9,2500,33,52500,3147295,12379180,9231885
23-03-2025,Kusmunda,Night,5685.42,2500,34,52600,3179581,12507924,9328343
23-03-2025,Korba,Morning,4034.18,1333,25,57750,1469713,7664942,6195229
23-03-2025,Korba,Evening,5279.52,1333,33,59350,1907182,10031088,8123906
23-03-2025,Korba,Night,4255.01,1333,26,52200,1541453.5,8084519,6543065.5
24-03-2025,Dipka,Morning,4725.25,2000,29,52300,1942400,13230700,11288300
24-03-2025,Dipka,Evening,4490.9,2000,28,57000,1853360,12574520,10721160
24-03-2025,Dipka,Night,4634.72,2000,29,56250,1910138,12977216,11067078
24-03-2025,Kusmunda,Morning,4157.56,2500,25,55700,2342358,9146632,6804274
24-03-2025,Kusmunda,Evening,5072.77,2500,31,57200,2847223.5,11160094,8312870.5
24-03-2025,Kusmunda,Night,4589.89,2500,28,52400,2576839.5,10097758,7520918.5
24-03-2025,Korba,Morning,4482.24,1333,26,57650,1626434,8516256,6889822
24-03-2025,Korba,Evening,5365.62,1333,33,57000,1934967,10194678,8259711
24-03-2025,Korba,Night,4696.86,1333,29,54850,1698751,8924034,7225283
25-03-2025,Dipka,Morning,5249.24,2000,32,59350,2159046,14697872,12538826
25-03-2025,Dipka,Evening,5278.47,2000,32,57000,2168388,14779716,12611328
25-03-2025,Dipka,Night,4908.4,2000,30,57750,2021110,13743520,11722410
25-03-2025,Kusmunda,Morning,5386.23,2500,31,55500,3017926.5,11849706,8831779.5
25-03-2025,Kusmunda,Evening,4784.03,2500,29,51450,2682666.5,10524866,7842199.5
25-03-2025,Kusmunda,Night,5837.23,2500,34,60400,3270876.5,12841906,9571029.5
25-03-2025,Korba,Morning,3978.17,1333,24,53700,1446059.5,7558523,6112463.5
25-03-2025,Korba,Evening,4236.92,1333,26,57300,1540222,8050148,6509926
25-03-2025,Korba,Night,5702.96,1333,34,55600,2051636,10835624,8783988
26-03-2025,Dipka,Morning,5239.72,2000,31,56250,2152138,14671216,12519078
26-03-2025,Dipka,Evening,4317.42,2000,26,57750,1784718,12088776,10304058
26-03-2025,Dipka,Night,5150.15,2000,31,55400,2115460,14420420,12304960
26-03-2025,Kusmunda,Morning,5153.92,2500,32,57200,2891856,11338624,8446768
26-03-2025,Kusmunda,Evening,5990.31,2500,36,54950,3349620.5,13178682,9829061.5
26-03-2025,Kusmunda,Night,4816.27,2500,30,51750,2700698.5,10595794,7895095.5
26-03-2025,Korba,Morning,4650.9,1333,29,57200,1685015,8836710,7151695
26-03-2025,Korba,Evening,4424.05,1333,26,57000,1605417.5,8405695,6800277.5
26-03-2025,Korba,Night,4007.02,1333,25,53150,1455607,7613338,6157731
27-03-2025,Dipka,Morning,5475.28,2000,33,55500,2245612,15330784,13085172
27-03-2025,Dipka,Evening,4734.99,2000,28,52300,1946296,13257972,11311676
27-03-2025,Dipka,Night,5065.15,2000,31,52300,2078360,14182420,12104060
27-03-2025,Kusmunda,Morning,5427.19,2500,33,60950,3045904.5,11939818,8893913.5
27-03-2025,Kusmunda,Evening,5102.32,2500,30,55700,2861976,11225104,8363128
27-03-2025,Kusmunda,Night,5465.61,2500,33,50250,3056335.5,12024342,8968006.5
27-03-2025,Korba,Morning,4375.51,1333,25,48250,1579678.5,8313469,6733790.5
27-03-2025,Korba,Evening,4455.83,1333,27,51350,1610890.5,8466077,6855186.5
27-03-2025,Korba,Night,4654.95,1333,29,54750,1683982.5,8844405,7160422.5
28-03-2025,Dipka,Morning,5138.39,2000,31,54550,2109906,14387492,12277586
28-03-2025,Dipka,Evening,5001.35,2000,31,54950,2055490,14003780,11948290
28-03-2025,Dipka,Night,4742.54,2000,30,60100,1957116,13279112,11321996
28-03-2025,Kusmunda,Morning,5014.71,2500,31,47150,2805240.5,11032362,8227121.5
28-03-2025,Kusmunda,Evening,5351.41,2500,32,54100,2997375.5,11773102,8775726.5
28-03-2025,Kusmunda,Night,5323.31,2500,33,55600,2983420.5,11711282,8727861.5
28-03-2025,Korba,Morning,4811.69,1333,30,60400,1744491.5,9142211,7397719.5
28-03-2025,Korba,Evening,5006.64,1333,30,61900,1814224,9512616,7698392
28-03-2025,Korba,Night,4952,1333,30,53050,1786250,9408800,7622550
29-03-2025,Dipka,Morning,4835,2000,28,53150,1987150,13538000,11550850
29-03-2025,Dipka,Evening,6390.68,2000,38,57200,2613472,17893904,15280432
29-03-2025,Dipka,Night,5652.2,2000,34,62450,2323330,15826160,13502830
29-03-2025,Kusmunda,Morning,6827.34,2500,41,63500,3818537,15020148,11201611
29-03-2025,Kusmunda,Evening,5174.73,2500,31,53350,2899451.5,11384406,8484954.5
29-03-2025,Kusmunda,Night,5264.29,2500,31,60950,2956309.5,11581438,8625128.5
29-03-2025,Korba,Morning,5662.46,1333,34,64250,2046111,10758674,8712563
29-03-2025,Korba,Evening,4406.77,1333,26,59550,1601919.5,8372863,6770943.5
29-03-2025,Korba,Night,4722.52,1333,30,55700,1708582,8972788,7264206
30-03-2025,Dipka,Morning,4765.42,2000,29,52400,1958568,13343176,11384608
30-03-2025,Dipka,Evening,4707.18,2000,29,57100,1939972,13180104,11240132
30-03-2025,Dipka,Night,4687.86,2000,29,52500,1927644,13126008,11198364
30-03-2025,Kusmunda,Morning,5700.82,2500,35,57200,3192651,12541804,9349153
30-03-2025,Kusmunda,Evening,5592.4,2500,34,56250,3132070,12303280,9171210
30-03-2025,Kusmunda,Night,5529.85,2500,33,56350,3097767.5,12165670,9067902.5
30-03-2025,Korba,Morning,3939.3,1333,25,54450,1433205,7484670,6051465
30-03-2025,Korba,Evening,4721.06,1333,30,51550,1703921,8970014,7266093
30-03-2025,Korba,Night,4951.84,1333,29,57200,1790344,9408496,7618152
31-03-2025,Dipka,Morning,6487.47,2000,39,58900,2653888,18164916,15511028
31-03-2025,Dipka,Evening,5692.69,2000,34,60300,2337376,15939532,13602156
31-03-2025,Dipka,Night,5913.03,2000,36,55500,2420712,16556484,14135772
31-03-2025,Kusmunda,Morning,5468.94,2500,33,54100,3062017,12031668,8969651
31-03-2025,Kusmunda,Evening,5451.74,2500,33,53250,3051707,11993828,8942121
31-03-2025,Kusmunda,Night,6086.36,2500,36,53350,3400848,13389992,9989144
31-03-2025,Korba,Morning,5396.5,1333,33,60200,1948975,10253350,8304375
31-03-2025,Korba,Evening,5379.09,1333,32,56350,1939031.5,10220271,8281239.5
31-03-2025,Korba,Night,5356.79,1333,32,49950,1924826.5,10177901,8253074.5
01-04-2025,Dipka,Morning,5141.72,2000,31,59350,2116038,14396816,12280778
01-04-2025,Dipka,Evening,5906.78,2000,35,57750,2420462,16538984,14118522
01-04-2025,Dipka,Night,4682.29,2000,29,56150,1929066,13110412,11181346
01-04-2025,Kusmunda,Morning,5469.43,2500,34,55400,3063586.5,12032746,8969159.5
01-04-2025,Kusmunda,Evening,6022.21,2500,36,59550,3371765.5,13248862,9877096.5
01-04-2025,Kusmunda,Night,5509.73,2500,33,57100,3087451.5,12121406,9033954.5
01-04-2025,Korba,Morning,5379.34,1333,33,59450,1942219,10220746,8278527
01-04-2025,Korba,Evening,5205.49,1333,32,59550,1881471.5,9890431,8008959.5
01-04-2025,Korba,Night,4761.08,1333,29,61900,1728278,9046052,7317774
02-04-2025,Dipka,Morning,6248.08,2000,37,59450,2558682,17494624,14935942
02-04-2025,Dipka,Evening,4401.41,2000,28,58500,1819064,12323948,10504884
02-04-2025,Dipka,Night,5838.22,2000,35,58700,2393988,16347016,13953028
02-04-2025,Kusmunda,Morning,4977.85,2500,30,58050,2795867.5,10951270,8155402.5
02-04-2025,Kusmunda,Evening,4965.61,2500,30,56250,2787335.5,10924342,8137006.5
02-04-2025,Kusmunda,Night,5647.07,2500,34,57100,3162988.5,12423554,9260565.5
02-04-2025,Korba,Morning,4746.66,1333,29,57850,1719181,9018654,7299473
02-04-2025,Korba,Evening,4261.63,1333,25,56350,1547920.5,8097097,6549176.5
02-04-2025,Korba,Night,5016.37,1333,31,56050,1811779.5,9531103,7719323.5
03-04-2025,Dipka,Morning,5846.65,2000,35,56550,2395210,16370620,13975410
03-04-2025,Dipka,Evening,4854.05,2000,30,51650,1993270,13591340,11598070
03-04-2025,Dipka,Night,5065,2000,31,57850,2083850,14182000,12098150
03-04-2025,Kusmunda,Morning,5527.58,2500,33,57300,3097469,12160676,9063207
03-04-2025,Kusmunda,Evening,5061.38,2500,32,59550,2843309,11135036,8291727
03-04-2025,Kusmunda,Night,5835.34,2500,35,57850,3267287,12837748,9570461
03-04-2025,Korba,Morning,4835.21,1333,30,53700,1746023.5,9186899,7440875.5
03-04-2025,Korba,Evening,4074.37,1333,25,55500,1481529.5,7741303,6259773.5
03-04-2025,Korba,Night,3721.27,1333,22,47850,1350294.5,7070413,5720118.5
04-04-2025,Dipka,Morning,5233.09,2000,31,60300,2153536,14652652,12499116
04-04-2025,Dipka,Evening,5624.51,2000,35,57750,2307554,15748628,13441074
04-04-2025,Dipka,Night,5211.95,2000,31,59350,2144130,14593460,12449330
04-04-2025,Kusmunda,Morning,4797.95,2500,29,55500,2694372.5,10555490,7861117.5
04-04-2025,Kusmunda,Evening,5623.88,2500,34,59650,3152784,12372536,9219752
04-04-2025,Kusmunda,Night,5318.16,2500,31,59350,2984338,11699952,8715614
04-04-2025,Korba,Morning,5371.18,1333,31,57300,1937213,10205242,8268029
04-04-2025,Korba,Evening,4842.89,1333,29,54850,1749861.5,9201491,7451629.5
04-04-2025,Korba,Night,5111.48,1333,31,56550,1845568,9711812,7866244
05-04-2025,Dipka,Morning,4940.57,2000,31,53150,2029378,13833596,11804218
05-04-2025,Dipka,Evening,5539.36,2000,33,55400,2271144,15510208,13239064
05-04-2025,Dipka,Night,5192.24,2000,32,56250,2133146,14538272,12405126
05-04-2025,Kusmunda,Morning,5021.54,2500,31,54650,2816497,11047388,8230891
05-04-2025,Kusmunda,Evening,4830.03,2500,31,54750,2711266.5,10626066,7914799.5
05-04-2025,Kusmunda,Night,5464.09,2500,33,60200,3065449.5,12020998,8955548.5
05-04-2025,Korba,Morning,4297.78,1333,26,52850,1557073,8165782,6608709
05-04-2025,Korba,Evening,4143.14,1333,25,57950,1508049,7871966,6363917
05-04-2025,Korba,Night,5443.38,1333,33,57850,1963033,10342422,8379389
06-04-2025,Dipka,Morning,5021.68,2000,30,52600,2061272,14060704,11999432
06-04-2025,Dipka,Evening,5711.4,2000,35,57100,2341660,15991920,13650260
06-04-2025,Dipka,Night,4095.35,2000,25,50700,1688840,11466980,9778140
06-04-2025,Kusmunda,Morning,4952.9,2500,31,46850,2770945,10896380,8125435
06-04-2025,Kusmunda,Evening,5123.74,2500,31,54650,2872707,11272228,8399521
06-04-2025,Kusmunda,Night,4642.62,2500,29,55300,2608741,10213764,7605023
06-04-2025,Korba,Morning,4800.43,1333,29,53250,1733400.5,9120817,7387416.5
06-04-2025,Korba,Evening,5136.77,1333,31,61050,1858919.5,9759863,7900943.5
06-04-2025,Korba,Night,4693,1333,29,50700,1693250,8916700,7223450
07-04-2025,Dipka,Morning,5689.41,2000,32,62350,2338114,15930348,13592234
07-04-2025,Dipka,Evening,5588.35,2000,35,59450,2294790,15647380,13352590
07-04-2025,Dipka,Night,5022.3,2000,31,56150,2065070,14062440,11997370
07-04-2025,Kusmunda,Morning,3912.78,2500,24,50800,2202829,8608116,6405287
07-04-2025,Kusmunda,Evening,5420.43,2500,33,57100,3038336.5,11924946,8886609.5
07-04-2025,Kusmunda,Night,4574.43,2500,28,51650,2567586.5,10063746,7496159.5
07-04-2025,Korba,Morning,4500.43,1333,28,60300,1635450.5,8550817,6915366.5
07-04-2025,Korba,Evening,5173.3,1333,31,60200,1870855,9829270,7958415
07-04-2025,Korba,Night,4895.67,1333,30,58500,1771984.5,9301773,7529788.5
08-04-2025,Dipka,Morning,5830.75,2000,35,58600,2390900,16326100,13935200
08-04-2025,Dipka,Evening,6079.44,2000,36,57100,2488876,17022432,14533556
08-04-2025,Dipka,Night,5072.95,2000,30,60300,2089480,14204260,12114780
08-04-2025,Kusmunda,Morning,4543.66,2500,29,56150,2555163,9996052,7440889
08-04-2025,Kusmunda,Evening,5805.63,2500,35,57850,3250946.5,12772386,9521439.5
08-04-2025,Kusmunda,Night,5765.05,2500,34,50050,3220827.5,12683110,9462282.5
08-04-2025,Korba,Morning,4903.57,1333,30,54850,1771099.5,9316783,7545683.5
08-04-2025,Korba,Evening,4028.49,1333,25,56250,1466221.5,7654131,6187909.5
08-04-2025,Korba,Night,5360.8,1333,33,51750,1928030,10185520,8257490
09-04-2025,Dipka,Morning,5922.23,2000,37,65550,2434442,16582244,14147802
09-04-2025,Dipka,Evening,5119.81,2000,32,56450,2104374,14335468,12231094
09-04-2025,Dipka,Night,4922.27,2000,31,55400,2024308,13782356,11758048
09-04-2025,Kusmunda,Morning,4865.27,2500,29,57750,2733648.5,10703594,7969945.5
09-04-2025,Kusmunda,Evening,5286.58,2500,32,53700,2961319,11630476,8669157
09-04-2025,Kusmunda,Night,4970.73,2500,31,54650,2788551.5,10935606,8147054.5
09-04-2025,Korba,Morning,5210.26,1333,31,53700,1877291,9899494,8022203
09-04-2025,Korba,Evening,5559.31,1333,34,62550,2008308.5,10562689,8554380.5
09-04-2025,Korba,Night,4511.5,1333,27,52400,1631425,8571850,6940425
10-04-2025,Dipka,Morning,5582.95,2000,34,55600,2288780,15632260,13343480
10-04-2025,Dipka,Evening,4609.92,2000,28,54000,1897968,12907776,11009808
10-04-2025,Dipka,Night,4743.03,2000,29,58500,1955712,13280484,11324772
10-04-2025,Kusmunda,Morning,3900.3,2500,24,45050,2190215,8580660,6390445
10-04-2025,Kusmunda,Evening,5762.72,2500,35,60200,3229696,12677984,9448288
10-04-2025,Kusmunda,Night,5163.63,2500,32,51750,2891746.5,11359986,8468239.5
10-04-2025,Korba,Morning,4520.03,1333,27,61700,1643710.5,8588057,6944346.5
10-04-2025,Korba,Evening,5037.41,1333,30,62650,1825743.5,9571079,7745335.5
10-04-2025,Korba,Night,4449.64,1333,27,55400,1612774,8454316,6841542
11-04-2025,Dipka,Morning,5825.38,2000,35,58700,2388852,16311064,13922212
11-04-2025,Dipka,Evening,4480.99,2000,28,51550,1843946,12546772,10702826
11-04-2025,Dipka,Night,5286.79,2000,32,59050,2173766,14803012,12629246
11-04-2025,Kusmunda,Morning,5425.4,2500,33,53150,3037120,11935880,8898760
11-04-2025,Kusmunda,Evening,5288.57,2500,32,56350,2965063.5,11634854,8669790.5
11-04-2025,Kusmunda,Night,6011.9,2500,36,54100,3360645,13226180,9865535
11-04-2025,Korba,Morning,4367.71,1333,26,50900,1579598.5,8298649,6719050.5
11-04-2025,Korba,Evening,5213.43,1333,32,55400,1880100.5,9905517,8025416.5
11-04-2025,Korba,Night,3788.45,1333,23,52200,1378157.5,7198055,5819897.5
12-04-2025,Dipka,Morning,4712.82,2000,28,57750,1942878,13195896,11253018
12-04-2025,Dipka,Evening,4603.68,2000,29,49750,1891222,12890304,10999082
12-04-2025,Dipka,Night,5504.83,2000,33,52400,2254332,15413524,13159192
12-04-2025,Kusmunda,Morning,4424.45,2500,27,50600,2484047.5,9733790,7249742.5
12-04-2025,Kusmunda,Evening,6381.52,2500,39,56350,3566186,14039344,10473158
12-04-2025,Kusmunda,Night,5858.52,2500,35,58800,3280986,12888744,9607758
12-04-2025,Korba,Morning,5097.02,1333,31,57850,1841807,9684338,7842531
12-04-2025,Korba,Evening,4430.01,1333,27,57750,1608253.5,8417019,6808765.5
12-04-2025,Korba,Night,4731.25,1333,29,55400,1711337.5,8989375,7278037.5
13-04-2025,Dipka,Morning,3873.56,2000,23,44950,1594374,10845968,9251594
13-04-2025,Dipka,Evening,5731.65,2000,34,59550,2352210,16048620,13696410
13-04-2025,Dipka,Night,5641.88,2000,34,57750,2314502,15797264,13482762
13-04-2025,Kusmunda,Morning,5642.37,2500,34,61050,3164353.5,12413214,9248860.5
13-04-2025,Kusmunda,Evening,6054.14,2500,37,58800,3388577,13319108,9930531
13-04-2025,Kusmunda,Night,5230.51,2500,32,54750,2931530.5,11507122,8575591.5
13-04-2025,Korba,Morning,5430.94,1333,32,55700,1956529,10318786,8362257
13-04-2025,Korba,Evening,4621.53,1333,28,54850,1672385.5,8780907,7108521.5
13-04-2025,Korba,Night,5322.05,1333,32,61700,1924417.5,10111895,8187477.5
14-04-2025,Dipka,Morning,5159.37,2000,30,59550,2123298,14446236,12322938
14-04-2025,Dipka,Evening,5441.38,2000,33,62650,2239202,15235864,12996662
14-04-2025,Dipka,Night,4985.37,2000,32,55300,2049448,13959036,11909588
14-04-2025,Kusmunda,Morning,5425.84,2500,33,58600,3042812,11936848,8894036
14-04-2025,Kusmunda,Evening,5476.3,2500,34,56450,3068415,12047860,8979445
14-04-2025,Kusmunda,Night,5452.64,2500,34,56450,3055402,11995808,8940406
14-04-2025,Korba,Morning,4714.93,1333,28,57000,1707225.5,8958367,7251141.5
14-04-2025,Korba,Evening,4550.58,1333,28,53900,1646603,8646102,6999499
14-04-2025,Korba,Night,5517.7,1333,34,60400,1991595,10483630,8492035
15-04-2025,Dipka,Morning,5088.28,2000,32,56350,2091662,14247184,12155522
15-04-2025,Dipka,Evening,5293.61,2000,32,60950,2178394,14822108,12643714
15-04-2025,Dipka,Night,4713.4,2000,29,57950,1943310,13197520,11254210
15-04-2025,Kusmunda,Morning,5713.69,2500,36,53450,3195979.5,12570118,9374138.5
15-04-2025,Kusmunda,Evening,4842.7,2500,30,60100,2723585,10653940,7930355
15-04-2025,Kusmunda,Night,5374.83,2500,32,57950,3014106.5,11824626,8810519.5
15-04-2025,Korba,Morning,4162.4,1333,25,57850,1514690,7908560,6393870
15-04-2025,Korba,Evening,5206.08,1333,31,61050,1883178,9891552,8008374
15-04-2025,Korba,Night,3659.85,1333,22,59150,1340097.5,6953715,5613617.5
16-04-2025,Dipka,Morning,5208.53,2000,30,51350,2134762,14583884,12449122
16-04-2025,Dipka,Evening,6261.23,2000,37,60400,2564892,17531444,14966552
16-04-2025,Dipka,Night,5347.14,2000,33,59450,2198306,14971992,12773686
16-04-2025,Kusmunda,Morning,5398.19,2500,32,50800,3019804.5,11876018,8856213.5
16-04-2025,Kusmunda,Evening,4686.97,2500,28,51850,2629683.5,10311334,7681650.5
16-04-2025,Kusmunda,Night,5571.77,2500,34,60200,3124673.5,12257894,9133220.5
16-04-2025,Korba,Morning,4008.76,1333,24,55100,1458166,7616644,6158478
16-04-2025,Korba,Evening,4110.08,1333,25,58700,1497228,7809152,6311924
16-04-2025,Korba,Night,5687.31,1333,33,58700,2049258.5,10805889,8756630.5
17-04-2025,Dipka,Morning,5213.9,2000,31,54750,2140310,14598920,12458610
17-04-2025,Dipka,Evening,4869.05,2000,29,55400,2003020,13633340,11630320
17-04-2025,Dipka,Night,4406.05,2000,27,59150,1821570,12336940,10515370
17-04-2025,Kusmunda,Morning,5711.4,2500,35,54300,3195570,12565080,9369510
17-04-2025,Kusmunda,Evening,5703.96,2500,34,54200,3191378,12548712,9357334
17-04-2025,Kusmunda,Night,4109.74,2500,24,60100,2320457,9041428,6720971
17-04-2025,Korba,Morning,3926.48,1333,24,51450,1425718,7460312,6034594
17-04-2025,Korba,Evening,4703.4,1333,29,64150,1710340,8936460,7226120
17-04-2025,Korba,Night,4042.33,1333,25,57750,1472565.5,7680427,6207861.5
18-04-2025,Dipka,Morning,5696.82,2000,35,58500,2337228,15951096,13613868
18-04-2025,Dipka,Evening,5460.35,2000,33,58500,2242640,15288980,13046340
18-04-2025,Dipka,Night,5555.45,2000,34,54850,2277030,15555260,13278230
18-04-2025,Kusmunda,Morning,5120.15,2500,32,51550,2867632.5,11264330,8396697.5
18-04-2025,Kusmunda,Evening,5698.61,2500,34,59450,3193685.5,12536942,9343256.5
