date,area,shift,total_assigned,total_present,total_absent,critical_present,total_work_hours,total_overtime_hours,coal_production_tonnes,target_production,total_cost_inr,revenue_inr,net_profit_inr
28-03-2025,Korba,Morning,600,552,48,372,4416,170.4,4811.69,1333,1744491.5,9142211,7397719.5
28-03-2025,Korba,Night,600,576,24,408,4608,199.2,4952,1333,1786250,9408800,7622550
29-03-2025,Korba,Morning,600,540,60,420,4320,105.6,5662.46,1333,2046111,10758674,8712563
01-04-2025,Kusmunda,Night,600,576,24,372,4608,322.8,5509.73,2500,3087451.5,12121406,9033954.5
18-04-2025,Kusmunda,Evening,600,564,36,348,4512,196.8,5698.61,2500,3193685.5,12536942,9343256.5
19-04-2025,Kusmunda,Night,600,528,72,372,4224,187.2,5278,2500,2959250,11611600,8652350
20-04-2025,Dipka,Morning,600,552,48,348,4416,249.6,4554.61,2000,1876594,12752908,10876314
20-04-2025,Kusmunda,Evening,600,552,48,372,4416,133.2,5613.02,2500,3140411,12348644,9208233
20-04-2025,Korba,Evening,600,552,48,408,4416,195.6,6017.57,1333,2163249.5,11433383,9270133.5
21-04-2025,Dipka,Evening,600,552,48,360,4416,188.4,5570.01,2000,2284054,15596028,13311974
03-08-2025,Korba,Night,600,528,72,384,4224,163.2,5268.82,1333,1906537,10010758,8104221
04-08-2025,Dipka,Morning,600,576,24,420,4608,171.6,5586.94,2000,2294226,15643432,13349206
06-08-2025,Kusmunda,Morning,600,516,84,336,4128,224.4,4736.3,2500,2663665,10419860,7756195
06-08-2025,Korba,Evening,600,480,120,348,3840,151.2,4143.8,1333,1509580,7873220,6363640
07-08-2025,Dipka,Night,600,552,48,372,4416,181.2,5913.78,2000,2423262,16558584,14135322
09-08-2025,Kusmunda,Night,600,540,60,336,4320,133.2,5753.8,2500,3222540,12658360,9435820
10-08-2025,Dipka,Night,600,540,60,360,4320,248.4,5337.32,2000,2189578,14944496,12754918
10-08-2025,Korba,Evening,600,564,36,396,4512,286.8,5514.37,1333,1991279.5,10477303,8486023.5
11-08-2025,Dipka,Night,600,552,48,408,4416,90,4617.48,2000,1903992,12928944,11024952
12-08-2025,Dipka,Morning,600,504,96,348,4032,142.8,4778.03,2000,1965012,13378484,11413472
12-08-2025,Dipka,Evening,600,564,36,432,4512,169.2,5184.05,2000,2133170,14515340,12382170
25-11-2025,Kusmunda,Evening,600,564,36,408,4512,268.8,5092.88,2500,2859884,11204336,8344452
25-11-2025,Korba,Evening,600,564,36,408,4512,339.6,4191.08,1333,1516078,7963052,6446974
26-11-2025,Kusmunda,Morning,600,552,48,420,4416,213.6,5875.99,2500,3287594.5,12927178,9639583.5
26-11-2025,Korba,Evening,600,540,60,372,4320,145.2,4910.88,1333,1773458,9330672,7557214
04-07-2025,Korba,Night,600,516,84,360,4128,99.6,4606.05,1333,1667517.5,8751495,7083977.5
08-10-2025,Dipka,Evening,600,528,72,372,4224,80.4,5865.41,2000,2404964,16423148,14018184
10-10-2025,Dipka,Morning,600,480,120,312,3840,120,5493.48,2000,2249142,15381744,13132602
14-10-2025,Korba,Morning,600,552,48,420,4416,109.2,5317.9,1333,1922115,10104010,8181895
15-10-2025,Korba,Night,600,552,48,360,4416,74.4,5055.1,1333,1822335,9604690,7782355
06-02-2025,Dipka,Morning,600,528,72,408,4224,184.8,5953.93,2000,2440822,16671004,14230182
06-02-2025,Dipka,Evening,600,540,60,432,4320,112.8,5778.38,2000,2367502,16179464,13811962
07-02-2025,Dipka,Evening,600,576,24,408,4608,117.6,5749.51,2000,2360104,16098628,13738524
09-02-2025,Dipka,Morning,600,564,36,456,4512,231.6,5234.4,2000,2156310,14656320,12500010
10-02-2025,Kusmunda,Evening,600,552,48,420,4416,43.2,5245.53,2500,2940741.5,11540166,8599424.5
10-02-2025,Korba,Morning,600,564,36,420,4512,141.6,4317.53,1333,1565785.5,8203307,6637521.5
11-02-2025,Dipka,Morning,600,576,24,456,4608,158.4,4378.31,2000,1797874,12259268,10461394
11-02-2025,Dipka,Evening,600,540,60,420,4320,129.6,5697.52,2000,2334508,15953056,13618548
12-02-2025,Kusmunda,Night,600,564,36,408,4512,142.8,6317.82,2500,3532751,13899204,10366453
13-02-2025,Dipka,Night,600,552,48,396,4416,266.4,5162.3,2000,2115620,14454440,12338820
29-05-2025,Kusmunda,Morning,600,588,12,348,4704,85.2,4753.74,2500,2665357,10458228,7792871
29-05-2025,Kusmunda,Night,600,576,24,372,4608,122.4,5952.05,2500,3324727.5,13094510,9769782.5
29-05-2025,Korba,Morning,600,564,36,384,4512,183.6,4241.11,1333,1537538.5,8058109,6520570.5
30-05-2025,Dipka,Night,600,492,108,360,3936,124.8,4757.55,2000,1954670,13321140,11366470
30-05-2025,Kusmunda,Morning,600,564,36,324,4512,109.2,5290.38,2500,2963059,11638836,8675777
30-05-2025,Kusmunda,Evening,600,564,36,468,4512,180,5040.38,2500,2827609,11088836,8261227
30-05-2025,Korba,Evening,600,540,60,360,4320,172.8,5010.23,1333,1810580.5,9519437,7708856.5
31-05-2025,Kusmunda,Evening,600,588,12,408,4704,132,5310.74,2500,2976307,11683628,8707321
31-05-2025,Korba,Morning,600,552,48,396,4416,188.4,4719.13,1333,1710295.5,8966347,7256051.5
01-06-2025,Dipka,Evening,600,528,72,372,4224,70.8,5702.74,2000,2333796,15967672,13633876
03-06-2025,Korba,Night,600,504,96,324,4032,121.2,5280.66,1333,1910031,10033254,8123223
04-06-2025,Kusmunda,Evening,600,516,84,360,4128,165.6,4945.62,2500,2771741,10880364,8108623
05-06-2025,Korba,Night,600,576,24,396,4608,123.6,5600.1,1333,2015535,10640190,8624655
06-06-2025,Dipka,Morning,600,588,12,444,4704,126,5603,2000,2300750,15688400,13387650
17-09-2025,Korba,Morning,600,540,60,372,4320,284.4,4006.6,1333,1459210,7612540,6153330
17-09-2025,Korba,Evening,600,540,60,324,4320,164.4,5432.75,1333,1959112.5,10322225,8363112.5
18-09-2025,Dipka,Night,600,576,24,444,4608,156,6714.3,2000,2746120,18800040,16053920
18-09-2025,Kusmunda,Morning,600,588,12,360,4704,189.6,5289.84,2500,2966512,11637648,8671136
18-09-2025,Kusmunda,Evening,600,516,84,324,4128,97.2,5265.52,2500,2951636,11584144,8632508
20-09-2025,Kusmunda,Night,600,528,72,336,4224,228,4844.82,2500,2719601,10658604,7939003
21-09-2025,Dipka,Night,600,588,12,468,4704,226.8,5217.18,2000,2141422,14608104,12466682
26-09-2025,Kusmunda,Evening,600,492,108,300,3936,75.6,4848.62,2500,2726941,10666964,7940023
26-09-2025,Korba,Evening,600,516,84,420,4128,168,4128.06,1333,1500971,7843314,6342343
09-01-2025,Kusmunda,Morning,600,552,48,384,4416,108,5149.22,2500,2885971,11328284,8442313
21-01-2025,Kusmunda,Evening,600,540,60,384,4320,135.6,5536.3,2500,3101865,12179860,9077995
22-01-2025,Kusmunda,Night,600,528,72,384,4224,124.8,4828.8,2500,2709740,10623360,7913620
22-01-2025,Korba,Night,600,528,72,432,4224,140.4,5331.06,1333,1923621,10129014,8205393
23-01-2025,Dipka,Night,600,540,60,396,4320,306,5636.53,2000,2308412,15782284,13473872
24-01-2025,Kusmunda,Morning,600,552,48,408,4416,192,4222.72,2500,2378646,9289984,6911338
24-01-2025,Kusmunda,Evening,600,528,72,336,4224,223.2,4886.43,2500,2738436.5,10750146,8011709.5
25-01-2025,Dipka,Morning,600,552,48,420,4416,139.2,5360.66,2000,2204564,15009848,12805284
27-01-2025,Kusmunda,Night,600,552,48,312,4416,67.2,5212.01,2500,2919855.5,11466422,8546566.5
28-01-2025,Kusmunda,Evening,600,552,48,384,4416,166.8,5966.27,2500,3336948.5,13125794,9788845.5
28-01-2025,Korba,Evening,600,540,60,420,4320,175.2,5097.35,1333,1844372.5,9684965,7840592.5
14-05-2025,Korba,Evening,600,552,48,444,4416,223.2,4147.73,1333,1511705.5,7880687,6368981.5
15-05-2025,Korba,Morning,600,564,36,468,4512,92.4,4947.45,1333,1787107.5,9400155,7613047.5
17-05-2025,Dipka,Morning,600,516,84,372,4128,142.8,5919.44,2000,2424676,16574432,14149756
17-05-2025,Dipka,Evening,600,552,48,396,4416,74.4,5110.72,2000,2104488,14310016,12205528
19-05-2025,Dipka,Morning,600,528,72,360,4224,274.8,5402.35,2000,2218690,15126580,12907890
20-05-2025,Korba,Morning,600,504,96,372,4032,218.4,4444.57,1333,1610149.5,8444683,6834533.5
20-05-2025,Korba,Evening,600,504,96,336,4032,74.4,5147.09,1333,1858781.5,9779471,7920689.5
02-09-2025,Dipka,Evening,600,552,48,420,4416,174,4780.42,2000,1959868,13385176,11425308
03-09-2025,Kusmunda,Morning,600,564,36,384,4512,195.6,5399.13,2500,3025671.5,11878086,8852414.5
03-09-2025,Korba,Evening,600,576,24,408,4608,115.2,4673.27,1333,1694344.5,8879213,7184868.5
07-09-2025,Dipka,Morning,600,540,60,348,4320,145.2,5431.24,2000,2230796,15207472,12976676
08-09-2025,Dipka,Night,600,492,108,396,3936,246,3472.26,2000,1445704,9722328,8276624
09-09-2025,Korba,Morning,600,540,60,408,4320,220.8,4415.61,1333,1596363.5,8389659,6793295.5
31-12-2025,Kusmunda,Night,600,576,24,408,4608,230.4,4903.34,2500,2751287,10787348,8036061
31-12-2025,Korba,Morning,600,588,12,408,4704,105.6,5858.79,1333,2107876.5,11131701,9023824.5
01-01-2025,Kusmunda,Night,600,504,96,324,4032,121.2,5031.85,2500,2826867.5,11070070,8243202.5
02-01-2025,Kusmunda,Evening,600,516,84,336,4128,196.8,4445.53,2500,2494891.5,9780166,7285274.5
04-01-2025,Dipka,Night,600,600,0,456,4800,129.6,4544.17,2000,1874668,12723676,10849008
04-01-2025,Korba,Evening,600,552,48,372,4416,180,4696.02,1333,1701457,8922438,7220981
05-01-2025,Korba,Night,600,528,72,360,4224,145.2,5705.03,1333,2052910.5,10839557,8786646.5
07-01-2025,Dipka,Morning,600,564,36,372,4512,180,5925.69,2000,2436676,16591932,14155256
22-04-2025,Kusmunda,Night,600,540,60,372,4320,144,5317.1,2500,2984805,11697620,8712815
23-04-2025,Dipka,Morning,600,540,60,372,4320,176.4,5537.95,2000,2273130,15506260,13233130
23-04-2025,Kusmunda,Morning,600,540,60,360,4320,81.6,5072.08,2500,2849844,11158576,8308732
24-04-2025,Korba,Night,600,564,36,456,4512,26.4,4735.27,1333,1713694.5,8997013,7283318.5
26-04-2025,Kusmunda,Night,600,588,12,444,4704,266.4,5870.69,2500,3286079.5,12915518,9629438.5
27-04-2025,Dipka,Night,600,552,48,348,4416,174,5149.32,2000,2119828,14418096,12298268
28-04-2025,Kusmunda,Evening,600,528,72,336,4224,74.4,5197.74,2500,2911907,11435028,8523121
30-04-2025,Dipka,Evening,600,552,48,372,4416,298.8,5123.81,2000,2106724,14346668,12239944
01-05-2025,Dipka,Night,600,504,96,384,4032,128.4,4438.56,2000,1831774,12427968,10596194
16-08-2025,Dipka,Evening,600,576,24,396,4608,199.2,5160.43,2000,2122122,14449204,12327082
17-08-2025,Korba,Evening,600,552,48,444,4416,108,5037.83,1333,1821840.5,9571877,7750036.5
19-08-2025,Korba,Morning,600,564,36,408,4512,158.4,4663.25,1333,1689137.5,8860175,7171037.5
20-08-2025,Korba,Evening,600,540,60,408,4320,121.2,4257.01,1333,1546203.5,8088319,6542115.5
02-12-2025,Kusmunda,Morning,600,552,48,396,4416,189.6,4205.96,2500,2367078,9253112,6886034
02-12-2025,Kusmunda,Night,600,564,36,372,4512,79.2,4960.86,2500,2779723,10913892,8134169
02-12-2025,Korba,Morning,600,540,60,360,4320,283.2,4987.43,1333,1803900.5,9476117,7672216.5
03-12-2025,Korba,Night,600,528,72,360,4224,186,5357.17,1333,1937659.5,10178623,8240963.5
04-12-2025,Dipka,Evening,600,552,48,336,4416,80.4,5662.66,2000,2325464,15855448,13529984
04-12-2025,Dipka,Night,600,564,36,372,4512,110.4,5265.4,2000,2161460,14743120,12581660
05-12-2025,Korba,Morning,600,552,48,408,4416,205.2,5453.26,1333,1968191,10361194,8393003
06-12-2025,Dipka,Night,600,516,84,348,4128,105.6,4859.02,2000,1996858,13605256,11608398
06-12-2025,Kusmunda,Morning,600,528,72,360,4224,92.4,4536.79,2500,2541234.5,9980938,7439703.5
07-12-2025,Kusmunda,Night,600,528,72,324,4224,178.8,5675.11,2500,3175860.5,12485242,9309381.5
08-12-2025,Dipka,Night,600,516,84,432,4128,78,5530.99,2000,2272696,15486772,13214076
08-12-2025,Kusmunda,Evening,600,516,84,360,4128,201.6,4537.32,2500,2545576,9982104,7436528
08-12-2025,Korba,Morning,600,516,84,372,4128,267.6,4481.32,1333,1623212,8514508,6891296
08-12-2025,Korba,Evening,600,540,60,372,4320,267.6,5311.94,1333,1913929,10092686,8178757
09-12-2025,Dipka,Morning,600,540,60,384,4320,116.4,5514.52,2000,2264408,15440656,13176248
11-12-2025,Dipka,Evening,600,564,36,432,4512,156,4185.35,2000,1731140,11718980,9987840
25-03-2025,Dipka,Evening,600,540,60,384,4320,190.8,5278.47,2000,2168388,14779716,12611328
27-03-2025,Kusmunda,Night,600,528,72,372,4224,193.2,5465.61,2500,3056335.5,12024342,8968006.5
28-03-2025,Kusmunda,Morning,600,552,48,372,4416,82.8,5014.71,2500,2805240.5,11032362,8227121.5
16-04-2025,Korba,Morning,600,552,48,384,4416,52.8,4008.76,1333,1458166,7616644,6158478
17-04-2025,Korba,Morning,600,552,48,468,4416,92.4,3926.48,1333,1425718,7460312,6034594
19-04-2025,Dipka,Evening,600,552,48,408,4416,139.2,5269.89,2000,2158656,14755692,12597036
19-04-2025,Kusmunda,Morning,600,564,36,372,4512,309.6,4794.04,2500,2692222,10546888,7854666
04-08-2025,Dipka,Night,600,540,60,396,4320,193.2,5337.97,2000,2194538,14946316,12751778
09-08-2025,Dipka,Evening,600,540,60,396,4320,177.6,5623.66,2000,2308714,15746248,13437534
03-12-2025,Dipka,Evening,600,492,108,336,3936,267.6,5617.54,2000,2308716,15729112,13420396
07-12-2025,Kusmunda,Morning,600,528,72,360,4224,236.4,5162.94,2500,2896717,11358468,8461751
07-12-2025,Kusmunda,Evening,600,552,48,372,4416,310.8,5686.78,2500,3182029,12510916,9328887
24-03-2025,Kusmunda,Night,600,588,12,384,4704,162,4589.89,2500,2576839.5,10097758,7520918.5
25-03-2025,Korba,Morning,600,552,48,432,4416,150,3978.17,1333,1446059.5,7558523,6112463.5
27-03-2025,Korba,Evening,600,564,36,408,4512,111.6,4455.83,1333,1610890.5,8466077,6855186.5
29-03-2025,Dipka,Morning,600,552,48,396,4416,223.2,4835,2000,1987150,13538000,11550850
31-03-2025,Korba,Night,600,564,36,408,4512,99.6,5356.79,1333,1924826.5,10177901,8253074.5
15-07-2025,Dipka,Night,600,516,84,396,4128,195.6,4298.7,2000,1772530,12036360,10263830
18-07-2025,Kusmunda,Morning,600,504,96,312,4032,224.4,5522.78,2500,3096329,12150116,9053787
18-07-2025,Kusmunda,Night,600,552,48,336,4416,54,5670.84,2500,3174662,12475848,9301186
19-07-2025,Dipka,Evening,600,516,84,336,4128,104.4,5549.77,2000,2278608,15539356,13260748
27-02-2025,Kusmunda,Morning,600,552,48,384,4416,214.8,5513.03,2500,3093866.5,12128666,9034799.5
27-02-2025,Korba,Evening,600,528,72,360,4224,249.6,4668.66,1333,1695081,8870454,7175373
28-02-2025,Kusmunda,Evening,600,588,12,288,4704,198,5312.26,2500,2975543,11686972,8711429
01-03-2025,Kusmunda,Morning,600,564,36,384,4512,246,5544.55,2500,3108952.5,12198010,9089057.5
02-03-2025,Kusmunda,Morning,600,552,48,336,4416,282,5721.17,2500,3201393.5,12586574,9385180.5
02-03-2025,Kusmunda,Evening,600,504,96,372,4032,135.6,5763.07,2500,3227538.5,12678754,9451215.5
02-03-2025,Korba,Morning,600,564,36,456,4512,150,5512.12,1333,1991142,10473028,8481886
07-03-2025,Dipka,Evening,600,540,60,384,4320,174,5157.37,2000,2116848,14440636,12323788
19-06-2025,Dipka,Night,600,540,60,372,4320,150,5040.87,2000,2072698,14114436,12041738
22-06-2025,Kusmunda,Night,600,576,24,372,4608,92.4,5100.83,2500,2858806.5,11221826,8363019.5
22-06-2025,Korba,Morning,600,564,36,432,4512,308.4,5037.97,1333,1824339.5,9572143,7747803.5
22-06-2025,Korba,Night,600,576,24,384,4608,211.2,5600.54,1333,2018339,10641026,8622687
24-06-2025,Dipka,Morning,600,540,60,348,4320,193.2,5277.24,2000,2167046,14776272,12609226
24-06-2025,Korba,Evening,600,504,96,324,4032,116.4,5406.74,1333,1944859,10272806,8327947
25-06-2025,Dipka,Night,600,552,48,384,4416,102,5046.7,2000,2077180,14130760,12053580
25-06-2025,Kusmunda,Evening,600,540,60,444,4320,122.4,4948.95,2500,2770372.5,10887690,8117317.5
26-06-2025,Kusmunda,Night,600,540,60,372,4320,223.2,5340.66,2500,2995963,11749452,8753489
27-06-2025,Dipka,Evening,600,528,72,384,4224,195.6,5587.11,2000,2293344,15643908,13350564
08-10-2025,Kusmunda,Morning,600,504,96,324,4032,128.4,5036.93,2500,2821011.5,11081246,8260234.5
08-10-2025,Korba,Morning,600,564,36,420,4512,142.8,3901.82,1333,1419037,7413458,5994421
08-10-2025,Korba,Evening,600,528,72,384,4224,253.2,4639.66,1333,1681631,8815354,7133723
09-10-2025,Dipka,Night,600,540,60,372,4320,232.8,5242.16,2000,2157814,14678048,12520234
09-10-2025,Korba,Evening,600,552,48,408,4416,152.4,5336.64,1333,1925674,10139616,8213942
10-10-2025,Dipka,Night,600,516,84,348,4128,128.4,5318.95,2000,2185330,14893060,12707730
11-10-2025,Korba,Evening,600,540,60,432,4320,132,4959.26,1333,1795941,9422594,7626653
13-10-2025,Dipka,Morning,600,492,108,312,3936,195.6,5157.72,2000,2120088,14441616,12321528
14-10-2025,Kusmunda,Night,600,528,72,324,4224,93.6,5037.15,2500,2828182.5,11081730,8253547.5
14-10-2025,Korba,Night,600,552,48,420,4416,205.2,4218.03,1333,1530760.5,8014257,6483496.5
16-10-2025,Dipka,Morning,600,576,24,432,4608,290.4,5034.05,2000,2072120,14095340,12023220
29-01-2025,Kusmunda,Morning,600,588,12,336,4704,153.6,4685.38,2500,2628309,10307836,7679527
30-01-2025,Dipka,Night,600,588,12,396,4704,258,4805.13,2000,1976502,13454364,11477862
31-01-2025,Korba,Night,600,552,48,396,4416,196.8,4235.34,1333,1536169,8047146,6510977
02-02-2025,Kusmunda,Night,600,528,72,348,4224,154.8,5482.25,2500,3069437.5,12060950,8991512.5
10-10-2025,Korba,Night,600,552,48,372,4416,211.2,4928.82,1333,1782187,9364758,7582571
11-10-2025,Dipka,Evening,600,552,48,360,4416,36,5907.12,2000,2420698,16539936,14119238
11-10-2025,Korba,Night,600,564,36,420,4512,118.8,5385.51,1333,1944378.5,10232469,8288090.5
12-10-2025,Dipka,Night,600,528,72,432,4224,231.6,4735,2000,1952500,13258000,11305500
12-10-2025,Kusmunda,Evening,600,576,24,372,4608,216,4977.76,2500,2788018,10951072,8163054
14-10-2025,Dipka,Night,600,528,72,348,4224,211.2,4287.65,2000,1771960,12005420,10233460
26-01-2025,Kusmunda,Night,600,516,84,348,4128,26.4,5645.73,2500,3157001.5,12420606,9263604.5
28-01-2025,Dipka,Morning,600,552,48,408,4416,120,4700.71,2000,1941984,13161988,11220004
20-01-2025,Dipka,Morning,600,540,60,372,4320,80.4,5014.23,2000,2061192,14039844,11978652
23-01-2025,Dipka,Evening,600,528,72,300,4224,176.4,5223.21,2000,2144034,14624988,12480954
23-01-2025,Kusmunda,Morning,600,600,0,444,4800,265.2,6097.66,2500,3415613,13414852,9999239
23-01-2025,Korba,Night,600,564,36,432,4512,186,4679.69,1333,1694241.5,8891411,7197169.5
25-01-2025,Kusmunda,Evening,600,552,48,372,4416,100.8,5221.97,2500,2930883.5,11488334,8557450.5
26-01-2025,Kusmunda,Night,600,516,84,348,4128,26.4,5645.73,2500,3157001.5,12420606,9263604.5
28-01-2025,Dipka,Morning,600,552,48,408,4416,120,4700.71,2000,1941984,13161988,11220004
28-01-2025,Dipka,Evening,600,564,36,408,4512,163.2,5977.59,2000,2451336,16737252,14285916
28-01-2025,Korba,Night,600,540,60,396,4320,181.2,4922.85,1333,1782447.5,9353415,7570967.5
14-05-2025,Kusmunda,Night,600,552,48,300,4416,139.2,5599.98,2500,3134639,12319956,9185317
14-05-2025,Korba,Morning,600,576,24,396,4608,110.4,4375.47,1333,1589264.5,8313393,6724128.5
17-05-2025,Kusmunda,Morning,600,564,36,408,4512,205.2,5935.41,2500,3321775.5,13057902,9736126.5
01-09-2025,Korba,Morning,600,576,24,432,4608,300,5510.99,1333,1983896.5,10470881,8486984.5
02-09-2025,Kusmunda,Morning,600,564,36,432,4512,175.2,5161.54,2500,2891047,11355388,8464341
04-09-2025,Dipka,Night,600,528,72,360,4224,219.6,6745.88,2000,2761852,18888464,16126612
04-09-2025,Kusmunda,Evening,600,516,84,396,4128,183.6,5630.63,2500,3156296.5,12387386,9231089.5
06-09-2025,Kusmunda,Night,600,528,72,372,4224,296.4,5817.17,2500,3255143.5,12797774,9542630.5
07-09-2025,Korba,Morning,600,600,0,432,4800,237.6,4563.04,1333,1652464,8669776,7017312
08-09-2025,Dipka,Morning,600,504,96,360,4032,232.8,5411.63,2000,2223902,15152564,12928662
09-09-2025,Kusmunda,Night,600,576,24,396,4608,228,6118.84,2500,3417762,13461448,10043686
02-01-2025,Dipka,Evening,600,552,48,432,4416,91.2,5127.6,2000,2109540,14357280,12247740
02-01-2025,Korba,Morning,600,576,24,384,4608,229.2,5020.81,1333,1814933.5,9539539,7724605.5
03-01-2025,Korba,Night,600,564,36,396,4512,226.8,4570.48,1333,1658368,8683912,7025544
08-01-2025,Korba,Morning,600,576,24,384,4608,120,4535.81,1333,1643583.5,8618039,6974455.5
22-04-2025,Dipka,Evening,600,564,36,408,4512,111.6,5404.37,2000,2218748,15132236,12913488
22-04-2025,Korba,Night,600,504,96,372,4032,82.8,5316.4,1333,1916340,10101160,8184820
23-04-2025,Dipka,Evening,600,576,24,444,4608,241.2,5573.76,2000,2288854,15606528,13317674
23-04-2025,Kusmunda,Evening,600,540,60,324,4320,103.2,5004.17,2500,2803743.5,11009174,8205430.5
26-04-2025,Korba,Evening,600,540,60,432,4320,73.2,5350.19,1333,1926566.5,10165361,8238794.5
26-04-2025,Korba,Night,600,564,36,348,4512,129.6,4693.25,1333,1702837.5,8917175,7214337.5
27-04-2025,Dipka,Morning,600,528,72,384,4224,193.2,5533.12,2000,2269798,15492736,13222938
27-04-2025,Korba,Night,600,528,72,372,4224,88.8,5804.87,1333,2086354.5,11029253,8942898.5
28-04-2025,Dipka,Morning,600,552,48,348,4416,106.8,5203.1,2000,2136740,14568680,12431940
29-04-2025,Dipka,Evening,600,516,84,324,4128,60,4953.37,2000,2033648,13869436,11835788
01-05-2025,Dipka,Morning,600,564,36,456,4512,279.6,4500.59,2000,1851486,12601652,10750166
12-08-2025,Kusmunda,Night,600,552,48,360,4416,264,6275.38,2500,3505559,13805836,10300277
12-08-2025,Korba,Evening,600,540,60,360,4320,116.4,5023.54,1333,1814589,9544726,7730137
13-08-2025,Korba,Night,600,540,60,408,4320,235.2,4322.41,1333,1568143.5,8212579,6644435.5
15-08-2025,Korba,Night,600,576,24,492,4608,253.2,3997.44,1333,1449604,7595136,6145532
16-08-2025,Kusmunda,Evening,600,552,48,372,4416,33.6,5533.38,2500,3095759,12173436,9077677
17-08-2025,Korba,Morning,600,552,48,384,4416,343.2,4677.54,1333,1693389,8887326,7193937
20-08-2025,Korba,Morning,600,552,48,408,4416,223.2,5608.1,1333,2017685,10655390,8637705
02-12-2025,Dipka,Night,600,552,48,420,4416,214.8,5853.16,2000,2402114,16388848,13986734
04-12-2025,Korba,Morning,600,564,36,420,4512,102,3861.29,1333,1405901.5,7336451,5930549.5
28-03-2025,Dipka,Morning,600,528,72,348,4224,98.4,5138.39,2000,2109906,14387492,12277586
29-03-2025,Kusmunda,Morning,600,528,72,384,4224,126,6827.34,2500,3818537,15020148,11201611
29-03-2025,Kusmunda,Night,600,564,36,372,4512,150,5264.29,2500,2956309.5,11581438,8625128.5
01-04-2025,Kusmunda,Evening,600,552,48,348,4416,194.4,6022.21,2500,3371765.5,13248862,9877096.5
13-07-2025,Korba,Evening,600,528,72,384,4224,135.6,4438.84,1333,1613044,8433796,6820752
14-07-2025,Kusmunda,Morning,600,552,48,432,4416,103.2,5438.73,2500,3043701.5,11965206,8921504.5
15-07-2025,Kusmunda,Night,600,540,60,420,4320,211.2,4462.23,2500,2505026.5,9816906,7311879.5
16-07-2025,Korba,Evening,600,588,12,408,4704,270,4490.64,1333,1624124,8532216,6908092
22-03-2025,Dipka,Morning,600,552,48,396,4416,207.6,5253.71,2000,2158384,14710388,12552004
23-03-2025,Kusmunda,Night,600,552,48,372,4416,254.4,5685.42,2500,3179581,12507924,9328343
23-03-2025,Korba,Evening,600,540,60,396,4320,152.4,5279.52,1333,1907182,10031088,8123906
24-03-2025,Korba,Morning,600,540,60,480,4320,210,4482.24,1333,1626434,8516256,6889822
24-03-2025,Korba,Evening,600,552,48,432,4416,180,5365.62,1333,1934967,10194678,8259711
25-03-2025,Dipka,Night,600,564,36,396,4512,127.2,4908.4,2000,2021110,13743520,11722410
08-07-2025,Korba,Morning,600,492,108,276,3936,139.2,4569.74,1333,1659709,8682506,7022797
09-07-2025,Korba,Evening,600,552,48,420,4416,262.8,5880.25,1333,2113037.5,11172475,9059437.5
12-07-2025,Korba,Morning,600,540,60,396,4320,135.6,3917.56,1333,1429546,7443364,6013818
13-07-2025,Korba,Evening,600,528,72,384,4224,135.6,4438.84,1333,1613044,8433796,6820752
14-07-2025,Kusmunda,Morning,600,552,48,432,4416,103.2,5438.73,2500,3043701.5,11965206,8921504.5
15-07-2025,Kusmunda,Night,600,540,60,420,4320,211.2,4462.23,2500,2505026.5,9816906,7311879.5
18-10-2025,Korba,Morning,600,564,36,420,4512,84,5021.6,1333,1817760,9541040,7723280
20-10-2025,Dipka,Night,600,528,72,324,4224,284.4,5575.47,2000,2287088,15611316,13324228
20-10-2025,Kusmunda,Morning,600,540,60,408,4320,135.6,4981.76,2500,2799418,10959872,8160454
22-10-2025,Dipka,Evening,600,588,12,408,4704,195.6,4541.06,2000,1868824,12714968,10846144
22-10-2025,Dipka,Night,600,540,60,360,4320,100.8,5361.79,2000,2200216,15013012,12812796
22-10-2025,Kusmunda,Evening,600,552,48,420,4416,80.4,5860.05,2500,3281077.5,12892110,9611032.5
24-10-2025,Dipka,Morning,600,540,60,372,4320,265.2,5742.66,2000,2354914,16079448,13724534
24-10-2025,Dipka,Evening,600,540,60,396,4320,111.6,6208.56,2000,2538274,17383968,14845694
25-10-2025,Kusmunda,Evening,600,552,48,336,4416,180,6027.13,2500,3371371.5,13259686,9888314.5
07-02-2025,Dipka,Night,600,528,72,384,4224,170.4,4942.32,2000,2034778,13838496,11803718
09-02-2025,Dipka,Night,600,564,36,360,4512,264,5426.75,2000,2227050,15194900,12967850
11-02-2025,Kusmunda,Morning,600,528,72,324,4224,153.6,5685.45,2500,3186447.5,12507990,9321542.5
11-02-2025,Kusmunda,Evening,600,588,12,324,4704,218.4,5077.14,2500,2844727,11169708,8324981
12-02-2025,Dipka,Evening,600,552,48,384,4416,80.4,5377.85,2000,2208340,15057980,12849640
13-02-2025,Korba,Night,600,588,12,456,4704,32.4,4877.11,1333,1763238.5,9266509,7503270.5
29-05-2025,Korba,Evening,600,540,60,408,4320,231.6,4594.17,1333,1661959.5,8728923,7066963.5
02-06-2025,Korba,Evening,600,540,60,420,4320,262.8,4220.67,1333,1535084.5,8019273,6484188.5
04-06-2025,Dipka,Evening,600,480,120,336,3840,189.6,4811.73,2000,1979342,13472844,11493502
